tree_density,building_density,lon,lat,vulnerability_score
0.0026000000000045,9.229339284631177,-79.39471440168604,43.636946183790414,0.35996128794644067
0.0008000000000069,22.605258842833816,-79.39469043427816,43.63784623808659,0.5509291086096947
0.0,4.905157971826242,-79.39466646575994,43.63874629222998,0.6061513868274696
0.0034000000000277,23.88161474996453,-79.39464249613125,43.63964634622055,0.30091683862463314
0.0016000000000065,38.8754361940662,-79.3946185253921,43.64054640005832,0.4939136133842534
0.0,16.145588048201088,-79.39459455354239,43.64144645374329,0.6202476165318032
0.0002000000000024,48.345939728745066,-79.39457058058208,43.642346507275455,0.6412741111663046
0.0010999999999916,70.20579232773139,-79.39454660651106,43.643246560654795,0.58159101255753
0.0027000000000047,6.314709156461282,-79.39452263132931,43.64414661388137,0.34662873302194597
0.0012999999999992,27.385049166671237,-79.39449865503678,43.645046666955096,0.5085361794867695
0.0009000000000094,34.44013875414314,-79.39447467763338,43.64594671987603,0.5560933976785061
0.0006000000000027,19.943675114089434,-79.39445069911908,43.64684677264415,0.5669461483777328
0.0017999999999497,22.075520982482725,-79.39442671949378,43.647746825259475,0.4534905893680016
0.0004000000000016,40.970061291785306,-79.39440273875744,43.64864687772198,0.6126694416216916
0.0017000000000039,16.274340466000556,-79.39437875691,43.64954693003167,0.455892951396773
0.0022999999999986,0.0,-79.393475138938,43.63692877038731,0.37741935483819533
0.0033999999999821,13.103433947175462,-79.39345115304695,43.63782882413945,0.287400299550147
0.0003999999999986,0.4656404233711737,-79.39342716604469,43.63872887773874,0.5618742659282855
0.0015000000000008,31.794479100925887,-79.3934031779311,43.63962893118524,0.49471105243347113
0.003699999999959,56.41224737513557,-79.39337918870622,43.64052898447891,0.3126801076769377
0.0008000000000069,42.90337009298987,-79.3933551983699,43.64142903761976,0.5763842590623183
0.0001000000000005,16.52824229534554,-79.39333120692213,43.64232909060779,0.6110500704671833
0.0011999999999776,10.473417307103384,-79.39330721436279,43.64322914344301,0.4970053135959369
0.0024000000000069,6.929426163612733,-79.39328322069188,43.644129196125405,0.3764318861568152
0.0006000000000017,47.65188753585477,-79.39325922590933,43.64502924865496,0.6016940471984092
0.0010999999999955,44.38825264255525,-79.39323523001505,43.64592930103171,0.5492141402017168
0.0008000000000046,42.559274996193565,-79.39321123300897,43.646829353255605,0.5759527414523054
0.0,90.11570956728116,-79.39318723489107,43.6477294053267,0.713010955399234
0.0008000000000088,82.58915178152793,-79.39316323566129,43.648629457244965,0.6261528080301546
0.0018000000000083,13.053666755365525,-79.39313923531955,43.64952950901039,0.44217659793314573
0.0011000000000012,0.0130010660194942,-79.39223587730116,43.636911343555425,0.4935646912779281
0.0006999999999922,23.276876691527452,-79.39221187292696,43.6378113967631,0.5614487803891023
0.0002000000000023,7.720274473649724,-79.3921878674407,43.638711449817926,0.5903268871334169
0.0010000000000029,18.32760099694744,-79.39216386084232,43.63961150271992,0.5262098090049505
0.0015999999999953,40.22535229716129,-79.39213985313171,43.640511555469075,0.4956064958944151
0.0031000000000216,60.209994162879255,-79.39211584430888,43.64141160806539,0.37550724504457
9.999999999871944e-05,14.909355885076716,-79.39209183437367,43.642311660508874,0.6090198817157404
0.0031000000000126,45.37833964538275,-79.39206782332613,43.64321171279952,0.3569073865388369
0.0005000000000084,19.648539684686583,-79.39204381116609,43.64411176493732,0.5762534487260599
0.0009000000000041,38.19608466750122,-79.39201979789357,43.64501181692229,0.5608035979108612
0.0009000000000036,69.62039040044156,-79.39199578350849,43.645911868754425,0.6002117192106237
0.0008000000000041,79.510342322714,-79.39197176801073,43.646811920433706,0.6222917809122135
0.0014000000000016,76.3792266704866,-79.39194775140031,43.64771197196014,0.5603006422995287
0.0012999999999931,100.28179547905286,-79.39192373367713,43.64861202333375,0.5999534360990628
0.0014000000000195,40.98742285164444,-79.39189971484114,43.6495120745545,0.5159170205954846
9.999999999941792e-05,4.646430234370965,-79.39099661677629,43.63689390329483,0.5961495060780974
0.0008999999999811,24.081148371919937,-79.39097259391907,43.637793955957605,0.5431025506281848
0.0,19.146830490822406,-79.39094856994892,43.63869400846754,0.6240113695716895
0.0,10.409301199784336,-79.39092454486573,43.639594060824614,0.6130539400874132
0.0016000000000037,244.3470097837096,-79.3909005186695,43.64049411302882,0.7515883179421461
0.0016000000000083,247.44023510065009,-79.39087649136017,43.64139416508019,0.7554674234829113
0.0005000000000002,235.9411024304061,-79.39085246293766,43.64229421697871,0.8474983768200275
0.0012999999999856,47.61625657210512,-79.39082843340188,43.64319426872438,0.5339074281721028
0.0009000000000041,35.54548662816899,-79.39080440275283,43.64409432031719,0.5574795757371177
0.0002999999999994,43.1761745863779,-79.3907803709904,43.644994371757136,0.6251134703985695
0.0001999999999987,90.59245033579856,-79.39075633811456,43.645894423044226,0.6942539805913432
0.0018000000000125,67.75938278568692,-79.39073230412518,43.64679447417846,0.5107811205411976
0.000799999999999,71.33464638491962,-79.3907082690223,43.64769452515983,0.6120389269606006
0.0008999999999895,31.56268801666488,-79.3906842328058,43.64859457598835,0.5524848874826193
0.0014999999999781,16.671517158651632,-79.39066019547559,43.64949462666402,0.47574587548961417
0.0,0.0,-79.38975735736429,43.63687644960554,0.6
0.000799999999993,11.333628449655883,-79.38973331602406,43.63777650172302,0.5367937516820791
0.0001000000000006,21.18080013266598,-79.38970927357009,43.63867655368763,0.6168846803123441
0.0,8.465653514189217,-79.38968523000219,43.63957660549936,0.6106164795939726
0.0009999999999941,235.9411024288954,-79.3896611853204,43.640476657158224,0.7991112800443884
0.0,235.9411024277967,-79.38963713952464,43.64137670866422,0.8958854735911093
0.0001000000000001,235.94110243068076,-79.38961309261485,43.64227676001735,0.8862080542398494
0.0004999999999988,46.129236850799394,-79.38958904459095,43.6431768112176,0.6094619636546318
0.0003999999999997,41.155130938840905,-79.38956499545294,43.644076862265,0.6129015309848687
0.0007000000000089,97.88483302335224,-79.38954094520068,43.64497691315952,0.6550120055557772
0.002200000000023,93.04557458199528,-79.3895168938341,43.645876963901145,0.5037819706972131
0.001699999999994,55.72419603300038,-79.38949284135317,43.646777014489906,0.505365633679169
0.0009000000000036,42.05597255541581,-79.38946878775788,43.6476770649258,0.5656441481328605
0.0004,21.2729073438462,-79.38944473304811,43.64857711520884,0.5879679306756284
9.99999999998836e-05,30.290310839268496,-79.38942067722382,43.64947716533898,0.6283085986626773
0.0,0.0,-79.38851809906605,43.6368589824876,0.6
0.0005999999999947,0.6865961328465363,-79.3884940392429,43.63775903405936,0.5427965200360263
0.001599999999999,5.441822421641032,-79.38846997830508,43.638659085478224,0.4519856892415222
0.0,2.2054763424585713,-79.38844591625258,43.6395591367442,0.6027658106424337
0.0011000000000006,238.14657877285185,-79.38842185308526,43.640459187857275,0.7921996713332046
0.000100000000001,235.9411024327408,-79.38839778880316,43.641359238817486,0.8862080542423458
0.0,237.5005602829708,-79.38837372340618,43.64225928962481,0.8978411350730453
0.000499999999993,318.9627386085861,-79.38834965689419,43.64315934027925,0.9516129032263426
0.0011999999999699,148.55375643737065,-79.38832558926724,43.6440593907808,0.6701670311472855
0.0009000000000005,81.80939261335008,-79.38830152052518,43.644959441129465,0.6154975200114569
0.0003000000000015,131.01577025042994,-79.38827745066797,43.645859491325226,0.7352700310640232
0.0020000000000151,47.53703759586016,-79.3882533796956,43.64675954136809,0.46606614694142173
0.0006000000000041,54.91565622496497,-79.38822930760794,43.64765959125809,0.6108032851245844
0.001199999999993,54.475093520476776,-79.38820523440496,43.64855964099519,0.5521862747378357
0.0010999999999935,60.26122087377691,-79.38818116008659,43.6494596905794,0.5691198737687393
0.0,0.0,-79.38727884188239,43.636841501941035,0.6
0.0,0.0,-79.38725476357637,43.637741552966645,0.6
0.002199999999991,0.1302450190871324,-79.38723068415483,43.63864160383935,0.38726010991088544
0.000900000000002,1.4610184409942366,-79.38720660361771,43.639541654559146,0.5147354378660929
0.000900000000002,12.855776947843298,-79.38718252196499,43.64044170512604,0.5290252054503023
0.0014000000000138,245.6164355928252,-79.38715843919658,43.64134175554004,0.7725350991011752
0.0,52.11020516288546,-79.38713435531241,43.64224180580113,0.6653495833277658
